ticker,date,horizon,decision,score,confidence,market_regime,archetype,phase,price,technical_score,fundamental_score,valuation_score,earnings_score,trend,rsi,is_extended,entry_preferred,stop_loss,first_target,sc_momentum,sc_trend,sc_entry_timing,sc_volume_accumulation,sc_volatility_risk,sc_relative_strength,sc_growth,sc_valuation,sc_quality,sc_ownership,sc_catalyst,forward_return,spy_return,qqq_return,excess_return,excess_return_vs_qqq,max_drawdown_period
AAPL,2022-02-21,medium_term,WATCHLIST_NEEDS_CONFIRMATION,55.22,medium,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,163.91793823242188,60.0,68.0,45.0,50.0,weak_uptrend,44.61,False,155.65,154.09,166.64,52.1,60.0,57.5,38.0,45.9,59.0,85.0,26.7,50.0,50.0,60.0,-17.6377,-9.0159,-14.5063,-8.6218,-3.1314,-20.6187
AAPL,2022-02-21,long_term,WATCHLIST_VALUATION_TOO_RICH,55.41,medium,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,163.91793823242188,60.0,68.0,45.0,50.0,weak_uptrend,44.61,False,155.65,154.09,166.64,52.1,60.0,57.5,38.0,45.9,59.0,85.0,26.7,50.0,50.0,60.0,-10.453,-5.7184,-12.323,-4.7346,1.87,-25.4443
AAPL,2022-02-28,short_term,WATCHLIST,48.28,low,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,161.78201293945312,45.0,68.0,45.0,50.0,weak_uptrend,44.62,False,155.65,154.09,166.64,43.0,50.0,51.2,70.0,45.9,42.2,85.0,26.7,50.0,50.0,60.0,6.3469,4.74,5.3521,1.6069,0.9948,-9.0964
AAPL,2022-02-28,medium_term,WATCHLIST_NEEDS_CONFIRMATION,55.49,medium,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,161.78201293945312,45.0,68.0,45.0,50.0,weak_uptrend,44.62,False,155.65,154.09,166.64,43.0,50.0,51.2,70.0,45.9,42.2,85.0,26.7,50.0,50.0,60.0,-9.2418,-4.5989,-10.7606,-4.6429,1.5188,-19.5707
AAPL,2022-02-28,long_term,WATCHLIST_VALUATION_TOO_RICH,53.95,medium,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,161.78201293945312,45.0,68.0,45.0,50.0,weak_uptrend,44.62,False,155.65,154.09,166.64,43.0,50.0,51.2,70.0,45.9,42.2,85.0,26.7,50.0,50.0,60.0,-11.4642,-8.1273,-15.4135,-3.3369,3.9493,-24.4599
AAPL,2022-03-07,short_term,AVOID_BAD_CHART,34.11,low,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,156.07969665527344,40.0,68.0,45.0,50.0,weak_uptrend,37.8,False,155.65,154.09,158.66,8.0,40.0,51.2,37.0,45.9,43.0,85.0,26.7,50.0,50.0,60.0,12.015,9.248,13.8203,2.767,-1.8053,-5.7753
AAPL,2022-03-07,medium_term,WATCHLIST_NEEDS_CONFIRMATION,48.9,low,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,156.07969665527344,40.0,68.0,45.0,50.0,weak_uptrend,37.8,False,155.65,154.09,158.66,8.0,40.0,51.2,37.0,45.9,43.0,85.0,26.7,50.0,50.0,60.0,-8.1264,-1.5165,-5.3131,-6.6099,-2.8133,-16.6323
AAPL,2022-03-07,long_term,WATCHLIST_VALUATION_TOO_RICH,51.2,medium,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,156.07969665527344,40.0,68.0,45.0,50.0,weak_uptrend,37.8,False,155.65,154.09,158.66,8.0,40.0,51.2,37.0,45.9,43.0,85.0,26.7,50.0,50.0,60.0,-3.4551,-3.347,-7.6479,-0.1081,4.1928,-21.7001
AAPL,2022-03-14,short_term,AVOID_BAD_CHART,21.59,low,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,147.57513427734375,15.0,68.0,45.0,50.0,downtrend,32.56,False,146.1995,144.74,149.54,0.0,25.0,32.5,23.0,34.1,18.0,85.0,26.7,50.0,50.0,60.0,10.0452,5.8241,7.2733,4.2211,2.7719,-0.1594
AAPL,2022-03-14,medium_term,AVOID_BAD_BUSINESS,40.36,low,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,147.57513427734375,15.0,68.0,45.0,50.0,downtrend,32.56,False,146.1995,144.74,149.54,0.0,25.0,32.5,23.0,34.1,18.0,85.0,26.7,50.0,50.0,60.0,-12.3132,-9.7926,-13.3323,-2.5206,1.0191,-12.6058
AAPL,2022-03-14,long_term,WATCHLIST_VALUATION_TOO_RICH,48.71,low,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,147.57513427734375,15.0,68.0,45.0,50.0,downtrend,32.56,False,146.1995,144.74,149.54,0.0,25.0,32.5,23.0,34.1,18.0,85.0,26.7,50.0,50.0,60.0,2.1888,-5.133,-5.3547,7.3218,7.5435,-17.1878
AAPL,2022-03-21,short_term,WAIT_FOR_PULLBACK,59.85,medium,BULL_NARROW_LEADERSHIP,PROFITABLE_GROWTH,3,162.03675842285156,55.0,68.0,45.0,50.0,weak_uptrend,53.31,False,158.7,157.11,162.14,50.0,55.0,68.8,76.0,45.9,52.0,85.0,26.7,50.0,50.0,60.0,1.2214,0.1463,-1.0912,1.0751,2.3126,-1.0944
AAPL,2022-03-21,medium_term,BUY_STARTER,60.87,medium,BULL_NARROW_LEADERSHIP,PROFITABLE_GROWTH,3,162.03675842285156,55.0,68.0,45.0,50.0,weak_uptrend,53.31,False,162.04,157.11,162.14,50.0,55.0,68.8,76.0,45.9,52.0,85.0,26.7,50.0,50.0,60.0,-17.723,-15.2343,-19.5554,-2.4887,1.8324,-21.859
AAPL,2022-03-21,long_term,WATCHLIST_VALUATION_TOO_RICH,54.8,medium,BULL_NARROW_LEADERSHIP,PROFITABLE_GROWTH,3,162.03675842285156,55.0,68.0,45.0,50.0,weak_uptrend,53.31,False,158.7,157.11,162.14,50.0,55.0,68.8,76.0,45.9,52.0,85.0,26.7,50.0,50.0,60.0,-3.9871,-10.2695,-11.8853,6.2824,7.8982,-24.5787
AAPL,2022-03-28,short_term,WAIT_FOR_PULLBACK,65.94,medium_high,LIQUIDITY_RALLY,PROFITABLE_GROWTH,3,172.05014038085938,70.0,68.0,45.0,50.0,strong_uptrend,64.26,False,167.87,166.19,173.07,65.0,80.0,61.3,81.0,50.6,67.8,85.0,26.7,50.0,50.0,60.0,-10.7061,-8.732,-13.0909,-1.9741,2.3848,-10.7517
AAPL,2022-03-28,medium_term,BUY_STARTER,68.99,medium_high,LIQUIDITY_RALLY,PROFITABLE_GROWTH,3,172.05014038085938,70.0,68.0,45.0,50.0,strong_uptrend,64.26,False,172.05,166.19,173.07,65.0,80.0,61.3,81.0,50.6,67.8,85.0,26.7,50.0,50.0,60.0,-21.6162,-16.147,-22.1493,-5.4692,0.5331,-26.4068
AAPL,2022-03-28,long_term,WATCHLIST_VALUATION_TOO_RICH,58.28,medium,LIQUIDITY_RALLY,PROFITABLE_GROWTH,3,172.05014038085938,70.0,68.0,45.0,50.0,strong_uptrend,64.26,False,167.87,166.19,173.07,65.0,80.0,61.3,81.0,50.6,67.8,85.0,26.7,50.0,50.0,60.0,-7.8907,-10.4758,-13.6437,2.5851,5.753,-28.9682
AAPL,2022-04-04,short_term,BUY_NOW_MOMENTUM,77.54,medium_high,BULL_RISK_ON,PROFITABLE_GROWTH,3,174.83274841308594,90.0,68.0,45.0,40.0,strong_uptrend,63.77,False,173.46,171.73,178.32,80.0,95.0,68.8,81.0,50.6,73.0,85.0,26.7,50.0,50.0,55.0,-10.6254,-8.8485,-13.6691,-1.7769,3.0437,-14.1056
AAPL,2022-04-04,medium_term,BUY_NOW,75.34,medium_high,BULL_RISK_ON,PROFITABLE_GROWTH,3,174.83274841308594,90.0,68.0,45.0,40.0,strong_uptrend,63.77,False,174.83,171.73,178.32,80.0,95.0,68.8,81.0,50.6,73.0,85.0,26.7,50.0,50.0,55.0,-19.7882,-15.7387,-21.6477,-4.0495,1.8595,-27.5781
AAPL,2022-04-04,long_term,WATCHLIST_VALUATION_TOO_RICH,60.03,medium,BULL_RISK_ON,PROFITABLE_GROWTH,3,174.83274841308594,90.0,68.0,45.0,40.0,strong_uptrend,63.77,False,173.46,171.73,178.32,80.0,95.0,68.8,81.0,50.6,73.0,85.0,26.7,50.0,50.0,55.0,-7.6709,-9.2588,-13.7971,1.5879,6.1262,-30.0988
AAPL,2022-04-11,short_term,WATCHLIST,49.91,low,SIDEWAYS_CHOPPY,PROFITABLE_GROWTH,3,162.3992919921875,65.0,68.0,45.0,40.0,weak_uptrend,44.03,False,158.7,157.11,166.07,38.0,60.0,57.5,53.0,45.9,54.8,85.0,26.7,50.0,50.0,55.0,-6.6443,-9.2812,-11.7722,2.6369,5.1279,-8.469
AAPL,2022-04-11,medium_term,WATCHLIST_NEEDS_CONFIRMATION,58.34,medium,SIDEWAYS_CHOPPY,PROFITABLE_GROWTH,3,162.3992919921875,65.0,68.0,45.0,40.0,weak_uptrend,44.03,False,158.7,157.11,166.07,38.0,60.0,57.5,53.0,45.9,54.8,85.0,26.7,50.0,50.0,55.0,-12.0943,-13.5146,-16.0436,1.4203,3.9493,-22.0334
AAPL,2022-04-11,long_term,WATCHLIST_VALUATION_TOO_RICH,54.2,medium,SIDEWAYS_CHOPPY,PROFITABLE_GROWTH,3,162.3992919921875,65.0,68.0,45.0,40.0,weak_uptrend,44.03,False,158.7,157.11,166.07,38.0,60.0,57.5,53.0,45.9,54.8,85.0,26.7,50.0,50.0,55.0,0.4904,-4.4201,-5.6522,4.9105,6.1426,-24.7471
AAPL,2022-04-18,short_term,WATCHLIST,45.2,low,SIDEWAYS_CHOPPY,PROFITABLE_GROWTH,3,161.73304748535156,65.0,68.0,45.0,40.0,weak_uptrend,44.01,False,158.7,157.11,162.14,36.8,45.0,51.2,48.0,45.9,40.5,85.0,26.7,50.0,50.0,55.0,-11.7018,-8.649,-11.884,-3.0528,0.1822,-15.7909
AAPL,2022-04-18,medium_term,WATCHLIST_NEEDS_CONFIRMATION,52.45,medium,SIDEWAYS_CHOPPY,PROFITABLE_GROWTH,3,161.73304748535156,65.0,68.0,45.0,40.0,weak_uptrend,44.01,False,158.7,157.11,162.14,36.8,45.0,51.2,48.0,45.9,40.5,85.0,26.7,50.0,50.0,55.0,-8.3893,-10.0476,-11.7561,1.6583,3.3668,-21.7122
AAPL,2022-04-18,long_term,WATCHLIST_VALUATION_TOO_RICH,52.64,medium,SIDEWAYS_CHOPPY,PROFITABLE_GROWTH,3,161.73304748535156,65.0,68.0,45.0,40.0,weak_uptrend,44.01,False,158.7,157.11,162.14,36.8,45.0,51.2,48.0,45.9,40.5,85.0,26.7,50.0,50.0,55.0,2.166,-3.8389,-5.1762,6.0049,7.3422,-24.4371
AAPL,2022-04-25,short_term,AVOID_BAD_CHART,39.66,low,SIDEWAYS_CHOPPY,PROFITABLE_GROWTH,3,159.5872802734375,65.0,68.0,45.0,40.0,weak_uptrend,41.93,False,159.48,157.89,160.12,28.0,35.0,51.2,30.0,45.9,42.2,85.0,26.7,50.0,50.0,55.0,-12.0087,-7.372,-10.9533,-4.6367,-1.0554,-18.4646
AAPL,2022-04-25,medium_term,WATCHLIST_NEEDS_CONFIRMATION,48.0,low,SIDEWAYS_CHOPPY,PROFITABLE_GROWTH,3,159.5872802734375,65.0,68.0,45.0,40.0,weak_uptrend,41.93,False,159.48,157.89,160.12,28.0,35.0,51.2,30.0,45.9,42.2,85.0,26.7,50.0,50.0,55.0,-6.7886,-8.3852,-10.5116,1.5966,3.723,-20.6596
AAPL,2022-04-25,long_term,WATCHLIST_VALUATION_TOO_RICH,51.2,medium,SIDEWAYS_CHOPPY,PROFITABLE_GROWTH,3,159.5872802734375,65.0,68.0,45.0,40.0,weak_uptrend,41.93,False,159.48,157.89,160.12,28.0,35.0,51.2,30.0,45.9,42.2,85.0,26.7,50.0,50.0,55.0,1.1493,-4.037,-4.6464,5.1863,5.7957,-23.4211
AAPL,2022-05-02,short_term,AVOID_BAD_CHART,28.22,low,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,154.7667694091797,25.0,68.0,45.0,50.0,downtrend,40.44,False,152.615,151.09,160.12,8.0,15.0,53.8,27.0,38.8,18.0,85.0,26.7,50.0,50.0,60.0,-5.6352,-0.374,-3.2027,-5.2612,-2.4325,-15.925
AAPL,2022-05-02,medium_term,AVOID_BAD_BUSINESS,38.76,low,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,154.7667694091797,25.0,68.0,45.0,50.0,downtrend,40.44,False,152.615,151.09,160.12,8.0,15.0,53.8,27.0,38.8,18.0,85.0,26.7,50.0,50.0,60.0,1.4466,-1.1237,-1.1133,2.5703,2.5599,-18.1884
AAPL,2022-05-02,long_term,WATCHLIST_VALUATION_TOO_RICH,48.34,low,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,154.7667694091797,25.0,68.0,45.0,50.0,downtrend,40.44,False,152.615,151.09,160.12,8.0,15.0,53.8,27.0,38.8,18.0,85.0,26.7,50.0,50.0,60.0,6.65,0.1093,0.3918,6.5407,6.2582,-21.0359
AAPL,2022-05-09,short_term,AVOID_BAD_CHART,27.79,low,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,149.20492553710938,20.0,68.0,45.0,50.0,downtrend,38.03,False,146.6347,145.17,149.54,8.0,15.0,48.8,32.0,34.1,18.0,85.0,26.7,50.0,50.0,60.0,-2.2031,4.4127,4.2807,-6.6158,-6.4838,-12.791
AAPL,2022-05-09,medium_term,AVOID_BAD_BUSINESS,39.48,low,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,149.20492553710938,20.0,68.0,45.0,50.0,downtrend,38.03,False,146.6347,145.17,149.54,8.0,15.0,48.8,32.0,34.1,18.0,85.0,26.7,50.0,50.0,60.0,8.6079,3.7564,6.9122,4.8515,1.6957,-15.1387
AAPL,2022-05-09,long_term,WATCHLIST_VALUATION_TOO_RICH,48.11,low,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,149.20492553710938,20.0,68.0,45.0,50.0,downtrend,38.03,False,146.6347,145.17,149.54,8.0,15.0,48.8,32.0,34.1,18.0,85.0,26.7,50.0,50.0,60.0,14.6621,5.4436,10.2602,9.2185,4.4019,-18.0924
AAPL,2022-05-16,short_term,AVOID_BAD_CHART,24.1,low,BEAR_RISK_OFF,PROFITABLE_GROWTH,3,142.807373046875,15.0,68.0,45.0,50.0,downtrend,36.87,False,141.5628,140.15,149.54,8.0,10.0,48.8,16.0,25.9,18.0,85.0,26.7,50.0,50.0,60.0,-8.7811,-6.5535,-7.5492,-2.2276,-1.2319,-9.6881
