count,resolved,avg_return_pct,median_return_pct,win_rate_pct,benchmark_win_rate_pct,avg_excess_spy_pct,avg_excess_qqq_pct,avg_max_drawdown_pct,profit_factor,best_return_pct,worst_return_pct,ticker,avg_score,best_decision
365,365,13.95,14.98,65.2,38.6,-1.3,-7.34,-18.47,3.25,80.46,-49.46,TTWO,54.5,WATCHLIST_VALUATION_TOO_RICH
365,365,13.84,-0.9,47.4,29.0,-1.41,-7.45,-24.79,2.61,204.49,-49.72,F,50.8,WATCHLIST_VALUATION_TOO_RICH
365,365,13.79,-10.3,40.8,31.8,-1.46,-7.5,-31.3,1.75,274.38,-82.1,OXY,67.5,ACCUMULATE_ON_WEAKNESS
365,365,13.74,16.24,74.8,41.6,-1.51,-7.55,-11.7,7.83,94.78,-21.96,ABT,48.0,WATCHLIST_VALUATION_TOO_RICH
365,365,13.7,13.65,67.4,49.0,-1.55,-7.59,-18.2,2.95,116.45,-51.92,REGN,50.0,WATCHLIST_VALUATION_TOO_RICH
365,365,13.67,12.03,83.0,42.7,-1.59,-7.62,-9.27,14.31,53.08,-16.97,PG,52.8,WATCHLIST_VALUATION_TOO_RICH
365,365,13.64,12.65,70.7,41.9,-1.62,-7.65,-17.64,5.18,75.15,-29.96,PLD,52.9,WATCHLIST_VALUATION_TOO_RICH
365,365,13.61,2.0,54.0,42.2,-1.64,-7.68,-20.2,3.09,109.27,-33.87,BAC,55.5,ACCUMULATE_ON_WEAKNESS
312,312,13.57,9.63,74.0,36.5,-2.81,-9.46,-16.77,7.91,151.97,-37.0,VICI,57.9,ACCUMULATE_ON_WEAKNESS
365,365,13.54,8.63,68.8,36.4,-1.72,-7.75,-17.9,5.35,135.88,-31.36,EMR,57.6,ACCUMULATE_ON_WEAKNESS
365,365,13.47,10.85,64.4,43.6,-1.79,-7.82,-18.76,3.96,118.42,-31.13,ROK,54.9,WATCHLIST_VALUATION_TOO_RICH
365,365,13.34,14.7,64.1,44.4,-1.91,-7.95,-23.73,2.73,142.5,-61.06,BKR,56.0,ACCUMULATE_ON_WEAKNESS
365,365,13.33,16.72,62.7,47.7,-1.92,-7.96,-20.6,2.38,95.4,-54.63,ADBE,62.9,ACCUMULATE_ON_WEAKNESS
365,365,13.24,14.92,72.9,52.3,-2.02,-8.05,-14.98,5.13,69.95,-36.09,NEE,53.2,WATCHLIST_VALUATION_TOO_RICH
365,365,13.21,1.24,53.2,33.7,-2.05,-8.08,-25.35,2.22,181.46,-65.96,EOG,65.2,ACCUMULATE_ON_WEAKNESS
365,365,12.99,9.31,68.5,42.2,-2.26,-8.3,-15.26,6.42,94.8,-23.59,TXN,55.6,WATCHLIST_VALUATION_TOO_RICH
365,365,12.78,12.57,61.1,41.4,-2.48,-8.51,-12.62,4.25,65.49,-28.31,HSY,61.1,ACCUMULATE_ON_WEAKNESS
365,365,12.58,12.44,69.3,51.0,-2.67,-8.71,-15.03,4.78,60.55,-22.41,APD,46.5,WATCHLIST_VALUATION_TOO_RICH
365,365,12.49,9.55,61.6,46.3,-2.77,-8.8,-19.45,3.24,93.87,-34.99,SBUX,52.2,WATCHLIST_VALUATION_TOO_RICH
365,365,12.26,1.64,51.8,37.5,-2.99,-9.03,-20.23,2.67,118.73,-33.16,PNC,55.0,ACCUMULATE_ON_WEAKNESS
365,365,12.25,12.56,78.4,44.7,-3.01,-9.04,-15.67,3.95,67.54,-37.96,ECL,50.1,WATCHLIST_VALUATION_TOO_RICH
365,365,12.24,10.85,86.0,41.6,-3.01,-9.05,-11.74,15.24,67.72,-17.82,MCD,52.6,WATCHLIST_VALUATION_TOO_RICH
365,365,12.2,15.54,74.0,42.7,-3.05,-9.09,-12.41,4.92,49.52,-24.9,CME,56.0,WATCHLIST_VALUATION_TOO_RICH
365,365,12.08,5.55,58.4,39.2,-3.17,-9.21,-11.56,4.82,80.68,-19.58,GILD,56.7,ACCUMULATE_ON_WEAKNESS
365,365,11.95,15.13,76.4,46.8,-3.3,-9.34,-14.77,3.77,62.61,-39.96,DLR,55.4,WATCHLIST_VALUATION_TOO_RICH
365,365,11.94,10.98,74.8,40.8,-3.31,-9.35,-13.61,7.4,88.26,-22.43,ITW,54.1,WATCHLIST_VALUATION_TOO_RICH
365,365,11.86,11.78,72.9,42.2,-3.4,-9.43,-12.87,7.04,72.2,-29.29,PEG,61.2,ACCUMULATE_ON_WEAKNESS
365,365,11.77,10.34,65.5,37.3,-3.48,-9.52,-17.42,4.29,123.09,-26.39,NSC,47.5,WATCHLIST_VALUATION_TOO_RICH
365,365,11.74,4.99,55.9,38.4,-3.51,-9.54,-23.94,2.35,108.84,-41.55,C,57.9,ACCUMULATE_ON_WEAKNESS
365,365,11.68,7.5,65.5,41.6,-3.58,-9.61,-13.28,4.22,74.88,-24.33,PSA,57.4,ACCUMULATE_ON_WEAKNESS
365,365,11.5,9.65,65.5,44.9,-3.75,-9.79,-12.92,4.2,62.23,-29.33,EXC,49.7,WATCHLIST_VALUATION_TOO_RICH
365,365,11.41,10.4,79.7,39.7,-3.84,-9.88,-13.43,6.15,94.82,-33.58,YUM,61.1,ACCUMULATE_ON_WEAKNESS
365,365,11.37,12.92,70.1,49.0,-3.89,-9.92,-11.66,5.32,47.73,-22.0,AEP,54.6,WATCHLIST_VALUATION_TOO_RICH
365,365,11.28,14.18,70.1,44.4,-3.98,-10.01,-19.22,3.44,85.87,-40.8,ROST,52.1,WATCHLIST_VALUATION_TOO_RICH
365,365,11.14,3.81,59.2,44.7,-4.11,-10.15,-14.88,3.64,77.59,-24.26,T,53.0,WATCHLIST_VALUATION_TOO_RICH
365,365,11.09,4.96,64.1,27.9,-4.17,-10.2,-17.91,3.18,99.2,-43.55,CVX,53.2,WATCHLIST_VALUATION_TOO_RICH
365,365,11.07,7.38,60.5,35.6,-4.19,-10.22,-22.09,2.91,122.61,-40.01,IQV,60.2,ACCUMULATE_ON_WEAKNESS
365,365,11.02,12.17,78.1,41.4,-4.24,-10.27,-11.13,8.43,53.07,-18.78,DUK,63.6,ACCUMULATE_ON_WEAKNESS
365,365,10.94,9.61,68.8,37.3,-4.31,-10.34,-12.87,4.98,59.05,-24.47,NOC,57.3,ACCUMULATE_ON_WEAKNESS
245,245,10.92,2.33,52.7,35.9,-5.09,-7.39,-30.92,1.63,309.18,-77.45,PINS,50.8,WATCHLIST_VALUATION_TOO_RICH
365,365,10.86,10.15,73.4,48.2,-4.39,-10.43,-13.76,5.27,45.83,-22.99,XEL,51.7,WATCHLIST_VALUATION_TOO_RICH
365,365,10.83,8.15,71.2,42.5,-4.43,-10.46,-11.25,8.43,51.93,-16.5,AMGN,51.6,WATCHLIST_VALUATION_TOO_RICH
365,365,10.64,11.37,54.8,46.8,-4.62,-10.65,-26.15,1.7,185.91,-76.42,PYPL,52.4,WATCHLIST_VALUATION_TOO_RICH
365,365,10.56,10.75,71.8,43.3,-4.69,-10.73,-16.47,3.21,92.07,-56.26,UNH,52.1,WATCHLIST_VALUATION_TOO_RICH
365,365,10.54,10.98,70.4,37.0,-4.71,-10.75,-12.24,3.62,60.68,-40.43,MRK,58.0,ACCUMULATE_ON_WEAKNESS
365,365,10.51,11.98,64.9,40.8,-4.75,-10.78,-23.91,2.49,97.98,-58.09,PSX,46.7,WATCHLIST_VALUATION_TOO_RICH
365,365,10.44,10.3,72.1,34.0,-4.81,-10.84,-14.51,5.36,86.1,-28.06,UNP,51.8,WATCHLIST_VALUATION_TOO_RICH
365,365,10.22,7.97,61.6,32.6,-5.04,-11.07,-15.91,3.42,69.12,-29.86,GD,57.3,ACCUMULATE_ON_WEAKNESS
365,365,10.11,10.32,77.0,39.2,-5.14,-11.18,-10.2,11.01,41.44,-13.97,KO,53.0,WATCHLIST_VALUATION_TOO_RICH
365,365,10.09,1.17,52.3,37.5,-5.17,-11.2,-21.02,2.57,140.52,-49.7,PRU,69.0,ACCUMULATE_ON_WEAKNESS
365,365,9.93,8.73,71.8,35.6,-5.32,-11.36,-14.23,5.45,53.56,-19.87,SRE,43.9,WATCHLIST_VALUATION_TOO_RICH
365,365,9.56,6.09,63.0,35.3,-5.7,-11.73,-14.76,3.32,75.93,-38.08,MO,63.0,ACCUMULATE_ON_WEAKNESS
365,365,9.51,6.77,63.3,37.8,-5.74,-11.78,-16.35,3.05,64.91,-34.84,AMT,57.2,ACCUMULATE_ON_WEAKNESS
365,365,9.45,6.86,69.9,34.8,-5.8,-11.84,-15.66,4.33,105.32,-21.95,HON,47.7,WATCHLIST_VALUATION_TOO_RICH
365,365,9.43,7.17,71.2,39.2,-5.82,-11.86,-15.16,4.86,63.22,-21.55,LMT,47.7,WATCHLIST_VALUATION_TOO_RICH
365,365,9.38,5.84,64.9,24.4,-5.87,-11.91,-17.83,3.92,84.11,-29.72,CI,62.9,ACCUMULATE_ON_WEAKNESS
365,365,9.15,8.25,65.8,29.0,-6.1,-12.14,-15.87,3.9,97.47,-25.53,CSX,57.5,ACCUMULATE_ON_WEAKNESS
365,365,9.09,8.2,73.2,42.7,-6.17,-12.2,-12.1,6.0,42.95,-21.15,MDLZ,58.1,ACCUMULATE_ON_WEAKNESS
365,365,8.89,-4.29,46.6,26.6,-6.37,-12.4,-25.96,1.8,191.83,-47.04,FDX,58.8,ACCUMULATE_ON_WEAKNESS
365,365,8.65,9.36,61.1,38.4,-6.61,-12.64,-16.23,2.27,69.04,-34.25,AVB,57.6,ACCUMULATE_ON_WEAKNESS
365,365,8.46,7.19,70.1,37.5,-6.8,-12.83,-11.28,4.75,37.65,-22.21,ED,53.5,WATCHLIST_VALUATION_TOO_RICH
365,365,7.72,9.02,69.9,37.0,-7.54,-13.57,-11.01,4.19,37.66,-25.44,PEP,58.4,ACCUMULATE_ON_WEAKNESS
365,365,7.39,6.12,58.9,35.1,-7.86,-13.9,-15.82,2.63,53.91,-28.8,O,60.5,ACCUMULATE_ON_WEAKNESS
365,365,7.3,10.91,65.5,41.9,-7.96,-13.99,-13.06,2.36,47.76,-32.47,GIS,53.5,WATCHLIST_VALUATION_TOO_RICH
365,365,6.98,4.6,67.1,30.7,-8.27,-14.31,-10.38,4.25,51.97,-22.87,CL,48.0,WATCHLIST_VALUATION_TOO_RICH
365,365,6.91,7.28,72.6,29.0,-8.35,-14.38,-9.61,5.6,49.24,-12.07,JNJ,47.6,WATCHLIST_VALUATION_TOO_RICH
365,365,6.8,6.49,60.8,31.0,-8.45,-14.49,-16.68,2.43,65.17,-38.85,EA,39.0,WATCHLIST_VALUATION_TOO_RICH
365,365,6.19,4.83,64.9,38.1,-9.06,-15.1,-10.75,3.99,39.57,-21.98,KMB,60.2,ACCUMULATE_ON_WEAKNESS
365,365,6.06,11.39,64.4,50.7,-9.2,-15.23,-23.34,1.56,89.47,-56.21,DG,57.3,ACCUMULATE_ON_WEAKNESS
365,365,5.86,2.14,53.4,27.7,-9.4,-15.43,-22.53,1.67,93.61,-40.37,USB,51.8,WATCHLIST_VALUATION_TOO_RICH
365,365,5.71,-3.66,47.4,21.4,-9.55,-15.58,-19.71,1.58,103.27,-37.69,MMM,46.1,WATCHLIST_VALUATION_TOO_RICH
365,365,5.61,-5.07,43.3,31.8,-9.65,-15.68,-19.13,1.67,143.98,-33.26,UPS,48.5,WATCHLIST_VALUATION_TOO_RICH
171,171,5.46,-4.12,46.2,34.5,-8.96,-13.26,-30.48,1.38,132.74,-65.16,SNOW,66.5,ACCUMULATE_ON_WEAKNESS
365,365,5.04,3.15,51.5,35.1,-10.21,-16.25,-23.59,1.43,75.8,-58.21,CHTR,52.6,WATCHLIST_VALUATION_TOO_RICH
365,365,5.01,8.29,59.5,35.3,-10.24,-16.28,-17.0,1.7,48.83,-43.26,CCI,38.0,WATCHLIST_VALUATION_TOO_RICH
365,365,4.75,-8.08,47.4,38.6,-10.51,-16.54,-38.37,1.22,184.04,-77.52,CCL,54.8,WATCHLIST_VALUATION_TOO_RICH
365,365,4.7,-12.08,41.9,31.0,-10.56,-16.59,-35.58,1.27,301.58,-77.93,HAL,57.3,ACCUMULATE_ON_WEAKNESS
